gene	sample	TPM
APOBEC3F	MCI-5-IFNb	25.36
APOBEC3F	MCI-5-LPS	14.38
APOBEC3F	MCI-6-Basal	4.9
APOBEC3F	MCI-6-IFNb	33.08
APOBEC3F	MCI-6-LPS	8.32
APOBEC3F	MCI-7-Basal	4.32
APOBEC3F	MCI-7-IFNb	22.23
APOBEC3F	MCI-7-LPS	4.71
APOBEC3F	MCI-8-Basal	12.78
APOBEC3F	MCI-8-IFNb	30.54
APOBEC3F	MCI-8-LPS	20.16
APOBEC3F	MCI-9-Basal	4.08
APOBEC3F	MCI-9-IFNb	36.07
APOBEC3F	MCI-9-LPS	9.34
APOBEC3F	PD-1-Basal	3.03
APOBEC3F	PD-1-IFNb	33.52
APOBEC3F	PD-1-LPS	2.81
APOBEC3F	PD-10-Basal	5.63
APOBEC3F	PD-10-IFNb	31.01
APOBEC3F	PD-10-LPS	6.13
APOBEC3F	PD-11-Basal	3.61
APOBEC3F	PD-11-IFNb	46.48
APOBEC3F	PD-11-LPS	6.14
APOBEC3F	PD-2-Basal	9.4
APOBEC3F	PD-2-IFNb	48.67
APOBEC3F	PD-2-LPS	6.36
APOBEC3F	PD-3-Basal	8.57
APOBEC3F	PD-3-IFNb	69.33
APOBEC3F	PD-3-LPS	9.65
APOBEC3F	PD-4-Basal	3.97
APOBEC3F	PD-4-IFNb	43.05
APOBEC3F	PD-4-LPS	5.88
APOBEC3F	PD-5-Basal	3.43
APOBEC3F	PD-5-IFNb	29.31
APOBEC3F	PD-5-LPS	6.61
APOBEC3F	PD-6-Basal	5.24
APOBEC3F	PD-6-IFNb	34.89
APOBEC3F	PD-6-LPS	9.85
APOBEC3F	PD-7-Basal	10.12
APOBEC3F	PD-7-IFNb	39.82
APOBEC3F	PD-7-LPS	7.41
APOBEC3F	PD-8-Basal	5.6
APOBEC3F	PD-8-IFNb	38.04
APOBEC3F	PD-8-LPS	5.91
APOBEC3F	PD-9-Basal	3.72
APOBEC3F	PD-9-IFNb	36.8
APOBEC3F	PD-9-LPS	7.41
APOBEC3F	YC-1-Basal	5.26
APOBEC3F	YC-1-IFNb	30.83
APOBEC3F	YC-1-LPS	6.31
APOBEC3F	YC-10-Basal	3.37
APOBEC3F	YC-10-IFNb	35.6
APOBEC3F	YC-10-LPS	7.28
APOBEC3F	YC-11-Basal	4.33
APOBEC3F	YC-11-IFNb	37.35
APOBEC3F	YC-11-LPS	6.72
APOBEC3F	YC-2-Basal	3.56
APOBEC3F	YC-2-IFNb	29.12
APOBEC3F	YC-2-LPS	4.46
APOBEC3F	YC-3-Basal	4.03
APOBEC3F	YC-3-IFNb	35.74
APOBEC3F	YC-3-LPS	7.33
APOBEC3F	YC-4-Basal	12.22
APOBEC3F	YC-4-IFNb	44.43
APOBEC3F	YC-4-LPS	7.62
APOBEC3F	YC-5-Basal	5.8
APOBEC3F	YC-5-IFNb	28.54
APOBEC3F	YC-5-LPS	6.18
APOBEC3F	YC-6-Basal	10.77
APOBEC3F	YC-6-IFNb	49.23
APOBEC3F	YC-6-LPS	16.1
APOBEC3F	YC-7-Basal	6.19
APOBEC3F	YC-7-IFNb	50.36
APOBEC3F	YC-7-LPS	12.24
APOBEC3F	YC-8-Basal	4.37
APOBEC3F	YC-8-IFNb	34.05
APOBEC3F	YC-8-LPS	3.33
APOBEC3F	YC-9-Basal	9.87
APOBEC3F	YC-9-IFNb	40.2
APOBEC3F	YC-9-LPS	19.21
APOBEC3G	AD-1-Basal	29.1
APOBEC3G	AD-1-IFNb	168.84
APOBEC3G	AD-1-LPS	18.51
APOBEC3G	AD-10-Basal	53.75
APOBEC3G	AD-10-IFNb	270.28
APOBEC3G	AD-10-LPS	117.77
APOBEC3G	AD-11-Basal	37.04
APOBEC3G	AD-11-IFNb	303.49
APOBEC3G	AD-11-LPS	82.98
APOBEC3G	AD-2-Basal	59.05
APOBEC3G	AD-2-IFNb	356.57
APOBEC3G	AD-2-LPS	87.07
APOBEC3G	AD-3-Basal	63.37
APOBEC3G	AD-3-IFNb	332.92
APOBEC3G	AD-3-LPS	81.21
APOBEC3G	AD-4-Basal	44.59
APOBEC3G	AD-4-IFNb	353.48
APOBEC3G	AD-4-LPS	63.13
APOBEC3G	AD-5-Basal	50.93
APOBEC3G	AD-5-IFNb	325.12
APOBEC3G	AD-5-LPS	54.44
APOBEC3G	AD-6-Basal	61.51
APOBEC3G	AD-6-IFNb	331.74
APOBEC3G	AD-6-LPS	112.68
APOBEC3G	AD-7-Basal	72.56
APOBEC3G	AD-7-IFNb	307.86
APOBEC3G	AD-7-LPS	96.55
APOBEC3G	AD-8-Basal	117.67
APOBEC3G	AD-8-IFNb	455.01
APOBEC3G	AD-8-LPS	180.11
APOBEC3G	AD-9-Basal	33.27
APOBEC3G	AD-9-IFNb	176.08
APOBEC3G	AD-9-LPS	72.16
APOBEC3G	Control-1-Basal	31.34
APOBEC3G	Control-1-IFNb	180.45
APOBEC3G	Control-1-LPS	70.67
APOBEC3G	Control-10-Basal	41.68
APOBEC3G	Control-10-IFNb	214.75
APOBEC3G	Control-10-LPS	94.31
APOBEC3G	Control-11-Basal	43.53
APOBEC3G	Control-11-IFNb	236.74
APOBEC3G	Control-11-LPS	87.81
APOBEC3G	Control-2-Basal	38.19
APOBEC3G	Control-2-IFNb	356.37
APOBEC3G	Control-2-LPS	42.14
APOBEC3G	Control-3-Basal	38.81
APOBEC3G	Control-3-IFNb	303.98
APOBEC3G	Control-3-LPS	76.54
APOBEC3G	Control-4-Basal	35.03
APOBEC3G	Control-4-IFNb	357.73
APOBEC3G	Control-4-LPS	91.23
APOBEC3G	Control-5-Basal	63.11
APOBEC3G	Control-5-IFNb	294.41
APOBEC3G	Control-5-LPS	106.58
APOBEC3G	Control-6-Basal	35.59
APOBEC3G	Control-6-IFNb	340.81
APOBEC3G	Control-6-LPS	39.65
APOBEC3G	Control-7-Basal	49.2
APOBEC3G	Control-7-IFNb	370.8
APOBEC3G	Control-7-LPS	134.47
APOBEC3G	Control-8-Basal	59.01
APOBEC3G	Control-8-IFNb	332
APOBEC3G	Control-8-LPS	46.18
APOBEC3G	Control-9-Basal	29.26
APOBEC3G	Control-9-IFNb	275.03
APOBEC3G	Control-9-LPS	38.77
APOBEC3G	MCI-1-Basal	22.33
APOBEC3G	MCI-1-IFNb	194.6
APOBEC3G	MCI-1-LPS	34.2
APOBEC3G	MCI-10-Basal	58.5
APOBEC3G	MCI-10-IFNb	282.96
APOBEC3G	MCI-10-LPS	96.15
APOBEC3G	MCI-11-Basal	62.92
APOBEC3G	MCI-11-IFNb	345.59
APOBEC3G	MCI-11-LPS	71.84
APOBEC3G	MCI-2-Basal	47.04
APOBEC3G	MCI-2-IFNb	270.04
APOBEC3G	MCI-2-LPS	73.56
APOBEC3G	MCI-3-Basal	73.4
APOBEC3G	MCI-3-IFNb	338.45
APOBEC3G	MCI-3-LPS	76.44
APOBEC3G	MCI-4-Basal	41.91
APOBEC3G	MCI-4-IFNb	274.97
APOBEC3G	MCI-4-LPS	59.34
APOBEC3G	MCI-5-Basal	68.66
APOBEC3G	MCI-5-IFNb	275.78
APOBEC3G	MCI-5-LPS	106.68
APOBEC3G	MCI-6-Basal	58.15
APOBEC3G	MCI-6-IFNb	311.2
APOBEC3G	MCI-6-LPS	64.46
APOBEC3G	MCI-7-Basal	60.06
APOBEC3G	MCI-7-IFNb	347.19
APOBEC3G	MCI-7-LPS	72.81
APOBEC3G	MCI-8-Basal	138.52
APOBEC3G	MCI-8-IFNb	345.55
APOBEC3G	MCI-8-LPS	128
APOBEC3G	MCI-9-Basal	23.15
APOBEC3G	MCI-9-IFNb	240.08
APOBEC3G	MCI-9-LPS	63.13
APOBEC3G	PD-1-Basal	17.63
APOBEC3G	PD-1-IFNb	148.03
APOBEC3G	PD-1-LPS	19.85
APOBEC3G	PD-10-Basal	37.58
APOBEC3G	PD-10-IFNb	248.7
APOBEC3G	PD-10-LPS	61.83
APOBEC3G	PD-11-Basal	30.48
APOBEC3G	PD-11-IFNb	324.53
APOBEC3G	PD-11-LPS	41.52
APOBEC3G	PD-2-Basal	43.69
APOBEC3G	PD-2-IFNb	316.81
APOBEC3G	PD-2-LPS	48.78
APOBEC3G	PD-3-Basal	52.59
APOBEC3G	PD-3-IFNb	429.21
APOBEC3G	PD-3-LPS	84.15
APOBEC3G	PD-4-Basal	78.78
APOBEC3G	PD-4-IFNb	423.63
APOBEC3G	PD-4-LPS	94.47
APOBEC3G	PD-5-Basal	38.86
APOBEC3G	PD-5-IFNb	297.04
APOBEC3G	PD-5-LPS	66.7
APOBEC3G	PD-6-Basal	52.35
APOBEC3G	PD-6-IFNb	254.75
APOBEC3G	PD-6-LPS	77.56
APOBEC3G	PD-7-Basal	76.94
APOBEC3G	PD-7-IFNb	396.59
APOBEC3G	PD-7-LPS	108.98
APOBEC3G	PD-8-Basal	59.72
APOBEC3G	PD-8-IFNb	322.01
APOBEC3G	PD-8-LPS	57.27
APOBEC3G	PD-9-Basal	22.75
APOBEC3G	PD-9-IFNb	187.18
APOBEC3G	PD-9-LPS	38.65
APOBEC3G	YC-1-Basal	28.93
APOBEC3G	YC-1-IFNb	153.64
APOBEC3G	YC-1-LPS	46.09
APOBEC3G	YC-10-Basal	22.03
APOBEC3G	YC-10-IFNb	285.22
APOBEC3G	YC-10-LPS	71.32
APOBEC3G	YC-11-Basal	34.66
APOBEC3G	YC-11-IFNb	319.55
APOBEC3G	YC-11-LPS	73.92
APOBEC3G	YC-2-Basal	37.86
APOBEC3G	YC-2-IFNb	309.34
APOBEC3G	YC-2-LPS	27.53
APOBEC3G	YC-3-Basal	40.22
APOBEC3G	YC-3-IFNb	304.48
APOBEC3G	YC-3-LPS	92.51
APOBEC3G	YC-4-Basal	109.8
APOBEC3G	YC-4-IFNb	413.24
APOBEC3G	YC-4-LPS	125.08
APOBEC3G	YC-5-Basal	55.11
APOBEC3G	YC-5-IFNb	296.52
APOBEC3G	YC-5-LPS	69.48
APOBEC3G	YC-6-Basal	63.76
APOBEC3G	YC-6-IFNb	353.4
APOBEC3G	YC-6-LPS	100.53
APOBEC3G	YC-7-Basal	102.52
APOBEC3G	YC-7-IFNb	433.16
APOBEC3G	YC-7-LPS	111.93
APOBEC3G	YC-8-Basal	40.92
APOBEC3G	YC-8-IFNb	329.83
APOBEC3G	YC-8-LPS	52.35
APOBEC3G	YC-9-Basal	43.39
APOBEC3G	YC-9-IFNb	207.02
APOBEC3G	YC-9-LPS	86.3
APOBEC3H	AD-1-Basal	0.27
APOBEC3H	AD-1-IFNb	4.52
APOBEC3H	AD-1-LPS	1.25
APOBEC3H	AD-10-Basal	2.54
APOBEC3H	AD-10-IFNb	6.81
APOBEC3H	AD-10-LPS	5.8
APOBEC3H	AD-11-Basal	0.34
APOBEC3H	AD-11-IFNb	10.2
APOBEC3H	AD-11-LPS	0.65
APOBEC3H	AD-2-Basal	1.26
APOBEC3H	AD-2-IFNb	9.97
APOBEC3H	AD-2-LPS	0.78
APOBEC3H	AD-3-Basal	0.85
APOBEC3H	AD-3-IFNb	4.93
APOBEC3H	AD-3-LPS	0.22
APOBEC3H	AD-4-Basal	0
APOBEC3H	AD-4-IFNb	4.05
APOBEC3H	AD-4-LPS	0.68
APOBEC3H	AD-5-Basal	1.39
APOBEC3H	AD-5-IFNb	6.5
APOBEC3H	AD-5-LPS	0.79
APOBEC3H	AD-6-Basal	0.25
APOBEC3H	AD-6-IFNb	5.95
APOBEC3H	AD-6-LPS	1.83
APOBEC3H	AD-7-Basal	1.91
APOBEC3H	AD-7-IFNb	5.46
APOBEC3H	AD-7-LPS	1.5
APOBEC3H	AD-8-Basal	1.8
APOBEC3H	AD-8-IFNb	6.49
APOBEC3H	AD-8-LPS	2.33
APOBEC3H	AD-9-Basal	0.41
APOBEC3H	AD-9-IFNb	2.73
APOBEC3H	AD-9-LPS	0.72
APOBEC3H	Control-1-Basal	0.62
APOBEC3H	Control-1-IFNb	4.96
APOBEC3H	Control-1-LPS	6.11
APOBEC3H	Control-10-Basal	0.21
APOBEC3H	Control-10-IFNb	6.22
APOBEC3H	Control-10-LPS	3.97
APOBEC3H	Control-11-Basal	3.27
APOBEC3H	Control-11-IFNb	4.8
APOBEC3H	Control-11-LPS	3.86
APOBEC3H	Control-2-Basal	0.73
APOBEC3H	Control-2-IFNb	3.03
APOBEC3H	Control-2-LPS	0
APOBEC3H	Control-3-Basal	0.54
APOBEC3H	Control-3-IFNb	3.66
APOBEC3H	Control-3-LPS	4.32
APOBEC3H	Control-4-Basal	1.19
APOBEC3H	Control-4-IFNb	5.54
APOBEC3H	Control-4-LPS	1.85
APOBEC3H	Control-5-Basal	0.3
APOBEC3H	Control-5-IFNb	3.34
APOBEC3H	Control-5-LPS	0.2
APOBEC3H	Control-6-Basal	2.65
APOBEC3H	Control-6-IFNb	4.8
APOBEC3H	Control-6-LPS	1.48
APOBEC3H	Control-7-Basal	0.61
APOBEC3H	Control-7-IFNb	3.81
APOBEC3H	Control-7-LPS	1.19
APOBEC3H	Control-8-Basal	0.19
APOBEC3H	Control-8-IFNb	4.57
APOBEC3H	Control-8-LPS	0
APOBEC3H	Control-9-Basal	0
APOBEC3H	Control-9-IFNb	3.28
APOBEC3H	Control-9-LPS	1.33
APOBEC3H	MCI-1-Basal	0.7
APOBEC3H	MCI-1-IFNb	7.16
APOBEC3H	MCI-1-LPS	2.47
APOBEC3H	MCI-10-Basal	2.17
APOBEC3H	MCI-10-IFNb	3.98
APOBEC3H	MCI-10-LPS	4.53
APOBEC3H	MCI-11-Basal	1.53
APOBEC3H	MCI-11-IFNb	6.58
APOBEC3H	MCI-11-LPS	1.19
APOBEC3H	MCI-2-Basal	0.99
APOBEC3H	MCI-2-IFNb	4.29
APOBEC3H	MCI-2-LPS	0.62
APOBEC3H	MCI-3-Basal	0.68
APOBEC3H	MCI-3-IFNb	5.78
APOBEC3H	MCI-3-LPS	1.03
APOBEC3H	MCI-4-Basal	0
APOBEC3H	MCI-4-IFNb	1.94
APOBEC3H	MCI-4-LPS	0.35
APOBEC3H	MCI-5-Basal	1
APOBEC3H	MCI-5-IFNb	1.47
APOBEC3H	MCI-5-LPS	0.84
APOBEC3H	MCI-6-Basal	0
APOBEC3H	MCI-6-IFNb	4.24
APOBEC3H	MCI-6-LPS	0.44
APOBEC3H	MCI-7-Basal	0.16
APOBEC3H	MCI-7-IFNb	4.59
APOBEC3H	MCI-7-LPS	0
APOBEC3H	MCI-8-Basal	0.39
APOBEC3H	MCI-8-IFNb	2.39
APOBEC3H	MCI-8-LPS	0.21
APOBEC3H	MCI-9-Basal	2.36
APOBEC3H	MCI-9-IFNb	8.45
APOBEC3H	MCI-9-LPS	0.89
APOBEC3H	PD-1-Basal	0.53
APOBEC3H	PD-1-IFNb	2.68
APOBEC3H	PD-1-LPS	0
APOBEC3H	PD-10-Basal	1.99
APOBEC3H	PD-10-IFNb	7.8
APOBEC3H	PD-10-LPS	1.96
APOBEC3H	PD-11-Basal	1.41
APOBEC3H	PD-11-IFNb	4.59
APOBEC3H	PD-11-LPS	2.2
APOBEC3H	PD-2-Basal	1.08
APOBEC3H	PD-2-IFNb	3.25
APOBEC3H	PD-2-LPS	1.79
APOBEC3H	PD-3-Basal	0.85
APOBEC3H	PD-3-IFNb	7.14
APOBEC3H	PD-3-LPS	1.92
APOBEC3H	PD-4-Basal	3.48
APOBEC3H	PD-4-IFNb	6.28
APOBEC3H	PD-4-LPS	4.19
APOBEC3H	PD-5-Basal	0
APOBEC3H	PD-5-IFNb	3.82
APOBEC3H	PD-5-LPS	0.42
APOBEC3H	PD-6-Basal	1.36
APOBEC3H	PD-6-IFNb	2.59
APOBEC3H	PD-6-LPS	0.62
APOBEC3H	PD-7-Basal	2.76
APOBEC3H	PD-7-IFNb	4.23
APOBEC3H	PD-7-LPS	1.97
APOBEC3H	PD-8-Basal	0.13
APOBEC3H	PD-8-IFNb	2.84
APOBEC3H	PD-8-LPS	1.01
APOBEC3H	PD-9-Basal	1.41
APOBEC3H	PD-9-IFNb	6.02
APOBEC3H	PD-9-LPS	0.36
APOBEC3H	YC-1-Basal	3.35
APOBEC3H	YC-1-IFNb	5.53
APOBEC3H	YC-1-LPS	3.14
APOBEC3H	YC-10-Basal	0.71
APOBEC3H	YC-10-IFNb	5.24
APOBEC3H	YC-10-LPS	1.61
APOBEC3H	YC-11-Basal	0
APOBEC3H	YC-11-IFNb	5.17
APOBEC3H	YC-11-LPS	0.51
APOBEC3H	YC-2-Basal	0.74
APOBEC3H	YC-2-IFNb	6.19
APOBEC3H	YC-2-LPS	0.85
APOBEC3H	YC-3-Basal	0
APOBEC3H	YC-3-IFNb	3.6
APOBEC3H	YC-3-LPS	0
APOBEC3H	YC-4-Basal	1.44
APOBEC3H	YC-4-IFNb	4.8
APOBEC3H	YC-4-LPS	3.02
APOBEC3H	YC-5-Basal	0
APOBEC3H	YC-5-IFNb	3.3
APOBEC3H	YC-5-LPS	0.3
APOBEC3H	YC-6-Basal	0.72
APOBEC3H	YC-6-IFNb	4.52
APOBEC3H	YC-6-LPS	0.18
APOBEC3H	YC-7-Basal	1.28
APOBEC3H	YC-7-IFNb	7.57
APOBEC3H	YC-7-LPS	1.55
APOBEC3H	YC-8-Basal	1.15
APOBEC3H	YC-8-IFNb	5.1
APOBEC3H	YC-8-LPS	0.96
APOBEC3H	YC-9-Basal	0.55
APOBEC3H	YC-9-IFNb	5.86
APOBEC3H	YC-9-LPS	0.6
APOBEC3B-AS1	AD-1-Basal	0
APOBEC3B-AS1	AD-1-IFNb	0
APOBEC3B-AS1	AD-1-LPS	0
APOBEC3B-AS1	AD-10-Basal	0
APOBEC3B-AS1	AD-10-IFNb	0
APOBEC3B-AS1	AD-10-LPS	0
APOBEC3B-AS1	AD-11-Basal	0
APOBEC3B-AS1	AD-11-IFNb	0
APOBEC3B-AS1	AD-11-LPS	0
APOBEC3B-AS1	AD-2-Basal	0
APOBEC3B-AS1	AD-2-IFNb	0
APOBEC3B-AS1	AD-2-LPS	0
APOBEC3B-AS1	AD-3-Basal	0
APOBEC3B-AS1	AD-3-IFNb	0
APOBEC3B-AS1	AD-3-LPS	0
APOBEC3B-AS1	AD-4-Basal	0
APOBEC3B-AS1	AD-4-IFNb	0
APOBEC3B-AS1	AD-4-LPS	0
APOBEC3B-AS1	AD-5-Basal	0
APOBEC3B-AS1	AD-5-IFNb	0
APOBEC3B-AS1	AD-5-LPS	0
APOBEC3B-AS1	AD-6-Basal	0
APOBEC3B-AS1	AD-6-IFNb	0
APOBEC3B-AS1	AD-6-LPS	0
APOBEC3B-AS1	AD-7-Basal	0
APOBEC3B-AS1	AD-7-IFNb	0
APOBEC3B-AS1	AD-7-LPS	0
APOBEC3B-AS1	AD-8-Basal	0
APOBEC3B-AS1	AD-8-IFNb	0
APOBEC3B-AS1	AD-8-LPS	0
APOBEC3B-AS1	AD-9-Basal	0
APOBEC3B-AS1	AD-9-IFNb	2.24
APOBEC3B-AS1	AD-9-LPS	0.59
APOBEC3B-AS1	Control-1-Basal	0
APOBEC3B-AS1	Control-1-IFNb	0
APOBEC3B-AS1	Control-1-LPS	0
APOBEC3B-AS1	Control-10-Basal	0
APOBEC3B-AS1	Control-10-IFNb	0
APOBEC3B-AS1	Control-10-LPS	0
APOBEC3B-AS1	Control-11-Basal	0
APOBEC3B-AS1	Control-11-IFNb	1.25
APOBEC3B-AS1	Control-11-LPS	0
APOBEC3B-AS1	Control-2-Basal	0
APOBEC3B-AS1	Control-2-IFNb	0
APOBEC3B-AS1	Control-2-LPS	0
APOBEC3B-AS1	Control-3-Basal	0
APOBEC3B-AS1	Control-3-IFNb	0
APOBEC3B-AS1	Control-3-LPS	0
APOBEC3B-AS1	Control-4-Basal	0
APOBEC3B-AS1	Control-4-IFNb	0.35
APOBEC3B-AS1	Control-4-LPS	0
APOBEC3B-AS1	Control-5-Basal	0
APOBEC3B-AS1	Control-5-IFNb	0
APOBEC3B-AS1	Control-5-LPS	0
APOBEC3B-AS1	Control-6-Basal	0
APOBEC3B-AS1	Control-6-IFNb	0
APOBEC3B-AS1	Control-6-LPS	0
APOBEC3B-AS1	Control-7-Basal	0
APOBEC3B-AS1	Control-7-IFNb	0
APOBEC3B-AS1	Control-7-LPS	0.87
APOBEC3B-AS1	Control-8-Basal	0
APOBEC3B-AS1	Control-8-IFNb	0
APOBEC3B-AS1	Control-8-LPS	0
APOBEC3B-AS1	Control-9-Basal	0
APOBEC3B-AS1	Control-9-IFNb	0
APOBEC3B-AS1	Control-9-LPS	0
APOBEC3B-AS1	MCI-1-Basal	0
APOBEC3B-AS1	MCI-1-IFNb	0.41
APOBEC3B-AS1	MCI-1-LPS	0
APOBEC3B-AS1	MCI-10-Basal	0
APOBEC3B-AS1	MCI-10-IFNb	0
APOBEC3B-AS1	MCI-10-LPS	0
APOBEC3B-AS1	MCI-11-Basal	0
APOBEC3B-AS1	MCI-11-IFNb	0
APOBEC3B-AS1	MCI-11-LPS	0
APOBEC3B-AS1	MCI-2-Basal	0
APOBEC3B-AS1	MCI-2-IFNb	0
APOBEC3B-AS1	MCI-2-LPS	0
APOBEC3B-AS1	MCI-3-Basal	0
APOBEC3B-AS1	MCI-3-IFNb	0
APOBEC3B-AS1	MCI-3-LPS	0
APOBEC3B-AS1	MCI-4-Basal	0
APOBEC3B-AS1	MCI-4-IFNb	0
APOBEC3B-AS1	MCI-4-LPS	0
APOBEC3B-AS1	MCI-5-Basal	0
APOBEC3B-AS1	MCI-5-IFNb	0
APOBEC3B-AS1	MCI-5-LPS	0
APOBEC3B-AS1	MCI-6-Basal	0
APOBEC3B-AS1	MCI-6-IFNb	0
APOBEC3B-AS1	MCI-6-LPS	0
APOBEC3B-AS1	MCI-7-Basal	0
APOBEC3B-AS1	MCI-7-IFNb	0
APOBEC3B-AS1	MCI-7-LPS	0
APOBEC3B-AS1	MCI-8-Basal	0
APOBEC3B-AS1	MCI-8-IFNb	0.71
APOBEC3B-AS1	MCI-8-LPS	0
APOBEC3B-AS1	MCI-9-Basal	0
APOBEC3B-AS1	MCI-9-IFNb	2.83
APOBEC3B-AS1	MCI-9-LPS	0
APOBEC3B-AS1	PD-1-Basal	0
APOBEC3B-AS1	PD-1-IFNb	0
APOBEC3B-AS1	PD-1-LPS	0
APOBEC3B-AS1	PD-10-Basal	0
APOBEC3B-AS1	PD-10-IFNb	0
APOBEC3B-AS1	PD-10-LPS	0
APOBEC3B-AS1	PD-11-Basal	0
APOBEC3B-AS1	PD-11-IFNb	0
APOBEC3B-AS1	PD-11-LPS	0
APOBEC3B-AS1	PD-2-Basal	0
APOBEC3B-AS1	PD-2-IFNb	0
APOBEC3B-AS1	PD-2-LPS	0
APOBEC3B-AS1	PD-3-Basal	0
APOBEC3B-AS1	PD-3-IFNb	0
APOBEC3B-AS1	PD-3-LPS	0
APOBEC3B-AS1	PD-4-Basal	0
APOBEC3B-AS1	PD-4-IFNb	0
APOBEC3B-AS1	PD-4-LPS	0
APOBEC3B-AS1	PD-5-Basal	0
APOBEC3B-AS1	PD-5-IFNb	0
APOBEC3B-AS1	PD-5-LPS	0
APOBEC3B-AS1	PD-6-Basal	0
APOBEC3B-AS1	PD-6-IFNb	0.3
APOBEC3B-AS1	PD-6-LPS	0
APOBEC3B-AS1	PD-7-Basal	0
APOBEC3B-AS1	PD-7-IFNb	0
APOBEC3B-AS1	PD-7-LPS	0
APOBEC3B-AS1	PD-8-Basal	0
APOBEC3B-AS1	PD-8-IFNb	0.24
APOBEC3B-AS1	PD-8-LPS	0
APOBEC3B-AS1	PD-9-Basal	0
APOBEC3B-AS1	PD-9-IFNb	0
APOBEC3B-AS1	PD-9-LPS	0.31
APOBEC3B-AS1	YC-1-Basal	0
APOBEC3B-AS1	YC-1-IFNb	0
APOBEC3B-AS1	YC-1-LPS	0
APOBEC3B-AS1	YC-10-Basal	0
APOBEC3B-AS1	YC-10-IFNb	0.36
APOBEC3B-AS1	YC-10-LPS	0
APOBEC3B-AS1	YC-11-Basal	0
APOBEC3B-AS1	YC-11-IFNb	0.72
APOBEC3B-AS1	YC-11-LPS	0
APOBEC3B-AS1	YC-2-Basal	0
APOBEC3B-AS1	YC-2-IFNb	0
APOBEC3B-AS1	YC-2-LPS	0
APOBEC3B-AS1	YC-3-Basal	0
APOBEC3B-AS1	YC-3-IFNb	0
APOBEC3B-AS1	YC-3-LPS	0
APOBEC3B-AS1	YC-4-Basal	0
APOBEC3B-AS1	YC-4-IFNb	0
APOBEC3B-AS1	YC-4-LPS	0
APOBEC3B-AS1	YC-5-Basal	0
APOBEC3B-AS1	YC-5-IFNb	0
APOBEC3B-AS1	YC-5-LPS	0
APOBEC3B-AS1	YC-6-Basal	0
APOBEC3B-AS1	YC-6-IFNb	0
APOBEC3B-AS1	YC-6-LPS	0
APOBEC3B-AS1	YC-7-Basal	0
APOBEC3B-AS1	YC-7-IFNb	0
APOBEC3B-AS1	YC-7-LPS	0
APOBEC3B-AS1	YC-8-Basal	0
APOBEC3B-AS1	YC-8-IFNb	0
APOBEC3B-AS1	YC-8-LPS	0
APOBEC3B-AS1	YC-9-Basal	0
APOBEC3B-AS1	YC-9-IFNb	0
APOBEC3B-AS1	YC-9-LPS	0
